,adeop1,adeop2,lysop1,lysop2,adewt1,adewt2,lyswt1,lyswt2,glucose,adenine,lysine
316,32,62,29,106,180,173,163,192,6893.206707525838,9003.028795675655,6383.887039087925
317,31,62,29,106,179,173,163,191,6893.206707525838,9003.028795675655,6383.887039087925
318,31,61,29,105,179,171,163,190,6893.206707525838,9003.028795675655,6383.887039087925
319,31,61,29,105,179,171,162,189,6893.206707525838,9003.028795675655,6383.887039087925
320,31,61,29,105,177,170,162,188,6893.206707525838,9003.028795675655,6383.887039087925
321,31,61,29,105,176,170,161,186,6893.206707525838,9003.028795675655,6383.887039087925
322,30,61,29,105,176,170,161,186,6893.206707525838,9003.028795675655,6383.887039087925
323,30,60,29,105,174,170,161,185,6893.206707525838,9003.028795675655,6383.887039087925
324,30,60,29,105,174,167,161,185,6893.206707525838,9003.028795675655,6383.887039087925
325,30,59,29,105,173,166,161,185,6893.206707525838,9003.028795675655,6383.887039087925
326,30,59,29,105,173,166,161,184,6893.206707525838,9003.028795675655,6383.887039087925
327,30,59,29,104,173,166,160,184,6893.206707525838,9003.028795675655,6383.887039087925
328,30,59,29,104,171,166,160,184,6893.206707525838,9003.028795675655,6383.887039087925
329,30,59,29,104,171,166,161,184,6893.206707525838,9003.028795675655,6383.887039087925
330,30,59,29,104,171,165,161,184,6893.206707525838,9003.028795675655,6383.887039087925
331,30,59,28,104,171,165,161,183,6893.206707525838,9003.028795675655,6383.887039087925
332,29,59,28,104,171,163,160,183,6893.206707525838,9003.028795675655,6383.887039087925
333,29,59,28,103,170,160,160,183,6893.206707525838,9003.028795675655,6383.887039087925
334,29,59,28,103,170,160,160,183,6893.206707525838,9003.028795675655,6383.887039087925
335,29,59,28,103,170,160,160,183,6893.206707525838,9003.028795675655,6383.887039087925
336,29,59,28,103,170,159,159,183,6893.206707525838,9003.028795675655,6383.887039087925
337,29,59,28,103,169,158,159,183,6893.206707525838,9003.028795675655,6383.887039087925
338,29,59,28,103,169,158,159,183,6893.206707525838,9003.028795675655,6383.887039087925
339,29,59,28,103,168,157,159,183,6893.206707525838,9003.028795675655,6383.887039087925
340,29,59,28,103,168,156,159,183,6893.206707525838,9003.028795675655,6383.887039087925
341,29,59,28,103,167,155,159,183,6893.206707525838,9003.028795675655,6383.887039087925
342,29,58,28,103,166,155,159,184,6893.206707525838,9003.028795675655,6383.887039087925
343,29,57,28,102,166,155,159,184,6893.206707525838,9003.028795675655,6383.887039087925
344,29,57,28,103,165,154,159,184,6893.206707525838,9003.028795675655,6383.887039087925
345,28,57,28,103,166,154,159,184,6893.206707525838,9003.028795675655,6383.887039087925
